h1,h2,h3,h4,sinr1,sinr2,sinr3,sinr4,interference,noise,power,channel
0.968780769810032,2.453618320325116,1.622803557763816,1.3512531619026489,1.9663835339086293,4.980233726697467,3.293886805144617,2.7427071743263096,0.3926703192539619,0.1,1.0,1
0.1829040598700347,1.1980238599873447,0.7166926078242438,1.4395307162736695,0.06254836554676581,0.40969256987232344,0.24508997367641192,0.49228154651822714,2.824201067810741,0.1,0.9990312640720652,3
1.697783243555699,1.8136230565309899,0.922077392183369,1.117925777889484,0.6894748364227808,0.7365177297989186,0.374458377745154,0.45399299101862944,2.3624285969441745,0.1,1.0,1
1.0408674330510235,2.3233675393906656,2.005189457406417,0.3042135389923426,1.1567210824699137,2.5819697396639456,2.2283768768992793,0.338073997659581,0.7998420553617029,0.1,1.0,1
1.3099756426489135,2.2332453915863595,0.10309317392982142,2.717193253003861,0.5778656089056405,0.9851448118800162,0.0454771812447644,1.1986272740814587,2.166919928431335,0.1,0.9511946141506048,3
0.8439168698269977,0.8613620311618917,1.0063456425273773,1.0549893151660734,0.4969079759912752,0.5071798879765641,0.5925479087512857,0.6211898636403161,1.5983353330875882,0.1,1.0,3
1.2739663920325672,1.13221333323879,0.8662675540644856,0.50680842027829,3.412347901282915,3.0326591153773177,2.3203173086420517,1.3574978587385862,0.27333912500706736,0.1,1.0,0
1.7635094475485957,0.6178383185691809,1.7166224964566705,2.426149110504304,1.9728553131206752,0.6911817859173472,1.9204024211294715,2.7141568023550495,0.793885863278922,0.1,0.9506246033322705,3
1.201281110037618,1.3318210345730432,0.24427492520869376,1.0033730154955705,0.44077120023532745,0.48866859805115315,0.08962877304235571,0.36815523413156237,2.6254064435812836,0.1,0.9841891769072727,1
0.4624726184152676,1.153501234415821,0.7704006270482545,0.8188955886945074,0.2065975541490974,0.5152965262135527,0.3441563433711947,0.36582019992339787,2.1385183296214443,0.1,0.9260337786255161,1
